matreial,materialDescription,quantity,postingDate,cost,movementType,Movement Type Text,Material Document,Document Date,Reference,Storage Location,Customer,userName,Collective number,Time of Entry,reasonArea
400/K6598,WA PIVOT PIN - 1ST INTER,-1,18/07/2024,-6.31,551,GI scrapping,4010127994,18/07/2024,,PROD,,THOMPSONI,,09:19:35,QA Destructive Testing
400/R9764,FAN MOTOR 11cc BI-DIR SAE,-1,18/07/2024,-205.37,551,GI scrapping,4010140024,18/07/2024,,PROD,,RANDAKOVAV,,14:38:09,DAMAGED-PROD ZONE 7
400/X4609,(W) (P) WA LIGHT ARM 5YJ/K (P493),-1,18/07/2024,-25.71,551,GI scrapping,4010127994,18/07/2024,,PROD,,THOMPSONI,,09:19:35,QA Destructive Testing
401/E1271,ABI FUEL TANK,-1,18/07/2024,-172.17,551,GI scrapping,4010139990,18/07/2024,,PROD,,RANDAKOVAV,,14:32:58,DAMAGED-MATERIALS
401/G0085,WA REAR LIGHT ARM,-1,18/07/2024,-5.13,551,GI scrapping,4010127994,18/07/2024,,PROD,,THOMPSONI,,09:19:35,QA Destructive Testing
401/H0340,ABI ENGINE COVER - RED NO,-1,18/07/2024,-697.37,551,GI scrapping,4010133101,18/07/2024,,PROD,,BUTKUSA,,13:03:43,Damaged - Post Obay
401/S8735,WA FRONT GUARD LH,-1,18/07/2024,-24.71,551,GI scrapping,4010127994,18/07/2024,,PROD,,THOMPSONI,,09:19:35,QA Destructive Testing
401/W7664,WA MESH GUARD LH,-1,18/07/2024,-48.15,551,GI scrapping,4010127994,18/07/2024,,PROD,,THOMPSONI,,09:19:35,QA Destructive Testing
401/Y5906,BRKT FR RH LED LIGHT GUAR,-1,18/07/2024,-18.78,551,GI scrapping,4010127994,18/07/2024,,PROD,,THOMPSONI,,09:19:35,QA Destructive Testing
402/J9733,WA RH REAR LIGHT BRKT,-1,18/07/2024,-26.21,551,GI scrapping,4010127994,18/07/2024,,PROD,,THOMPSONI,,09:19:35,QA Destructive Testing
402/U1933,PILOT VALVE BRKT,-1,18/07/2024,-2.63,551,GI scrapping,4010140024,18/07/2024,,PROD,,RANDAKOVAV,,14:38:09,DAMAGED-PROD ZONE 7
403/J7076,WA FRONT CAMERA BRACKET,-1,18/07/2024,-8.66,551,GI scrapping,4010127994,18/07/2024,,PROD,,THOMPSONI,,09:19:35,QA Destructive Testing
403/L3000,RH WORKLIGHT MNT BRKT,-1,18/07/2024,-1.16,551,GI scrapping,4010127807,18/07/2024,,PROD,,THOMPSONI,,09:10:21,
561/60340,GA RAM STAB 110 x 60 RH,-1,18/07/2024,-295.54,551,GI scrapping,4010140024,18/07/2024,,PROD,,RANDAKOVAV,,14:38:09,DAMAGED-PROD ZONE 7
613/07100,HOSE 1/2BSP 680mm,-1,18/07/2024,-6.43,551,GI scrapping,4010140024,18/07/2024,,PROD,,RANDAKOVAV,,14:38:09,DAMAGED-PROD ZONE 7
700/50129,REAR LIGHT & PLINTH CLUST,-1,18/07/2024,-14.13,551,GI scrapping,4010140229,18/07/2024,,PROD,,RANDAKOVAV,,14:52:27,DAMAGED-PROD POST OBAY
716/S3395,M12 LLMI PWM TDCR SG 50PC,-1,18/07/2024,-116,551,GI scrapping,4010140024,18/07/2024,,PROD,,RANDAKOVAV,,14:38:09,DAMAGED-PROD ZONE 7
1097/0019,SPACER,-3,17/07/2024,-9.06,551,GI scrapping,4010091190,17/07/2024,.,PROD,,DSILVAA,,04:44:33,DAMAGED-MANUFACTURING
1098/0021,BOSS,-1,17/07/2024,-3.11,551,GI scrapping,4010091194,17/07/2024,.,PROD,,DSILVAA,,04:46:39,DAMAGED-MANUFACTURING
162/01637,PIPE MTG BLOCK BOOM,-30,17/07/2024,-7.5,551,GI scrapping,4010090047,17/07/2024,.,PROD,,DSILVAA,,02:44:05,DAMAGED-MANUFACTURING
162/01710,PIPE MOUNTING PAD,-12,17/07/2024,-3.6,551,GI scrapping,4010090139,17/07/2024,.,PROD,,DSILVAA,,03:04:08,DAMAGED-MANUFACTURING
162/03059,PIPE MTG BLK,-18,17/07/2024,-7.2,551,GI scrapping,4010090190,17/07/2024,.,PROD,,DSILVAA,,03:07:39,DAMAGED-MANUFACTURING
26AG/CK075,HOSE -16 BSP LP 750mm C,-1,17/07/2024,-20.45,551,GI scrapping,4010093579,17/07/2024,,PROD,,RANDAKOVAV,,07:49:41,DAMAGED-PROD ZONE 7
320/C9703,DELTA PRESSURE SENSOR,-1,17/07/2024,-8.42,551,GI scrapping,4010093579,17/07/2024,,PROD,,RANDAKOVAV,,07:49:41,DAMAGED-PROD ZONE 7
331/17501,STIFFENER,-18,17/07/2024,-31.35,551,GI scrapping,4010088909,17/07/2024,.,PROD,,DSILVAA,,02:28:34,DAMAGED-MANUFACTURING
331/17502,RIB STRIP,-12,17/07/2024,-9.66,551,GI scrapping,4010089047,17/07/2024,.,PROD,,DSILVAA,,02:32:19,DAMAGED-MANUFACTURING
331/17503,RIB STRIP,-6,17/07/2024,-4.83,551,GI scrapping,4010089530,17/07/2024,.,PROD,,DSILVAA,,02:35:01,DAMAGED-MANUFACTURING
331/17504,PATCH PLATE,-6,17/07/2024,-29.78,551,GI scrapping,4010089535,17/07/2024,.,PROD,,DSILVAA,,02:39:33,DAMAGED-MANUFACTURING
331/17513,PLATE,-12,17/07/2024,-13.06,551,GI scrapping,4010090097,17/07/2024,.,PROD,,DSILVAA,,02:55:36,DAMAGED-MANUFACTURING
331/17983,BACKING PLATE,-6,17/07/2024,-1.96,551,GI scrapping,4010090133,17/07/2024,.,PROD,,DSILVAA,,02:59:26,DAMAGED-MANUFACTURING
331/18130,Cap Filler Breathe,-1,17/07/2024,-10.84,551,GI scrapping,4010093379,17/07/2024,,PROD,,RANDAKOVAV,,07:38:07,DAMAGED-PROD ZONE 7
331/18652,BACKING STRIP*,-12,17/07/2024,-9.93,551,GI scrapping,4010090192,17/07/2024,.,PROD,,DSILVAA,,03:10:31,DAMAGED-MANUFACTURING
331/18653,BACKING STRIP*,-6,17/07/2024,-4.16,551,GI scrapping,4010090193,17/07/2024,.,PROD,,DSILVAA,,03:11:53,DAMAGED-MANUFACTURING
331/20645,STIFFENING PLATE,-6,17/07/2024,-64.95,551,GI scrapping,4010090138,17/07/2024,.,PROD,,DSILVAA,,03:02:09,DAMAGED-MANUFACTURING
331/20645,STIFFENING PLATE,-6,17/07/2024,-64.95,551,GI scrapping,4010090136,17/07/2024,.,PROD,,DSILVAA,,03:00:29,DAMAGED-MANUFACTURING
331/29374,FRONT SUPPORT PRESSI,-6,17/07/2024,-37.62,551,GI scrapping,4010090090,17/07/2024,.,PROD,,DSILVAA,,02:49:07,DAMAGED-MANUFACTURING
331/29376,REAR SUPPORT PRESSIN,-6,17/07/2024,-29.26,551,GI scrapping,4010090096,17/07/2024,.,PROD,,DSILVAA,,02:54:24,DAMAGED-MANUFACTURING
331/29377,SIDE PLATE,-6,17/07/2024,-59.42,551,GI scrapping,4010090091,17/07/2024,.,PROD,,DSILVAA,,02:51:21,DAMAGED-MANUFACTURING
331/63865,LH REAR LIGHT MTG PRESSING,-1,17/07/2024,-5.04,551,GI scrapping,4010093379,17/07/2024,,PROD,,RANDAKOVAV,,07:38:07,DAMAGED-PROD ZONE 7
332/D7268,OUTER BOOM H PLATE,-6,17/07/2024,-3.72,551,GI scrapping,4010090162,17/07/2024,.,PROD,,DSILVAA,,03:05:56,DAMAGED-MANUFACTURING
332/D8361,LIFT RAM PIVOT MACHINING,-6,17/07/2024,-113.05,551,GI scrapping,4010090040,17/07/2024,.,PROD,,DSILVAA,,02:42:24,DAMAGED-MANUFACTURING
332/E2528,RH DOUBLING PLATE,-1,17/07/2024,-2.58,551,GI scrapping,4010091066,17/07/2024,.,PROD,,DSILVAA,,04:41:05,DAMAGED-MANUFACTURING
332/E2593,LH DOUBLING PLATE,-1,17/07/2024,-2.52,551,GI scrapping,4010091192,17/07/2024,.,PROD,,DSILVAA,,04:45:21,
332/F4376,MACHINED PIVOT BOSS,-2,17/07/2024,-5.02,551,GI scrapping,4010091196,17/07/2024,.,PROD,,DSILVAA,,04:50:01,DAMAGED-MANUFACTURING
332/G4558,WA REAR COVER 5AT,-1,17/07/2024,-13.01,551,GI scrapping,4010093379,17/07/2024,,PROD,,RANDAKOVAV,,07:38:07,DAMAGED-PROD ZONE 7
332/H8189,HIGH FENDER MOUNTING 5AW,-1,17/07/2024,-18.85,551,GI scrapping,4010093379,17/07/2024,,PROD,,RANDAKOVAV,,07:38:07,DAMAGED-PROD ZONE 7
332/U0361,Hose 1/2 bsp 740mm,-1,17/07/2024,-6.93,551,GI scrapping,4010093579,17/07/2024,,PROD,,RANDAKOVAV,,07:49:41,DAMAGED-PROD ZONE 7
333/C0849,DISP. RAM PRE-MACHINING,-6,17/07/2024,-134.65,551,GI scrapping,4010090048,17/07/2024,.,PROD,,DSILVAA,,02:45:56,DAMAGED-MANUFACTURING
333/C6261,FRONT CLOSING PLATE*,-8,17/07/2024,-514.76,551,GI scrapping,4010095906,17/07/2024,,PROD,,SAMBROOKJO,,09:30:37,Damaged - Manufacturing
333/C9335,COOLING HOSE BRKT,-1,17/07/2024,-0.46,551,GI scrapping,4010093246,17/07/2024,,PROD,,RANDAKOVAV,,07:27:36,DAMAGED-PROD ZONE 7
333/D5015,(W) (P) POD SIDE PANEL,-1,17/07/2024,-5.33,551,GI scrapping,4010093379,17/07/2024,,PROD,,RANDAKOVAV,,07:38:07,DAMAGED-PROD ZONE 7
333/H5931,":"":O SRS MANIFOLD 550 & 5",-1,17/07/2024,-100.59,551,GI scrapping,4010093379,17/07/2024,,PROD,,RANDAKOVAV,,07:38:07,DAMAGED-PROD ZONE 7
333/L2866,SA HOSE - 1650 GREEN/YELLOW,-1,17/07/2024,-10.93,551,GI scrapping,4010093246,17/07/2024,,PROD,,RANDAKOVAV,,07:27:36,DAMAGED-PROD ZONE 7
33AG/BA056,HOSE -08 HP 560mm B,-1,17/07/2024,-5.98,551,GI scrapping,4010093379,17/07/2024,,PROD,,RANDAKOVAV,,07:38:07,DAMAGED-PROD ZONE 7
400/B8063,LOCKABLE FILLER CAP,-3,17/07/2024,-72.57,551,GI scrapping,4010093246,17/07/2024,,PROD,,RANDAKOVAV,,07:27:36,DAMAGED-PROD ZONE 7
400/K1944,PLATE PATCH,-1,17/07/2024,-2,551,GI scrapping,4010091067,17/07/2024,.,PROD,,DSILVAA,,04:41:57,DAMAGED-MANUFACTURING
400/K1944,PLATE PATCH,-1,17/07/2024,-2,551,GI scrapping,4010091193,17/07/2024,.,PROD,,DSILVAA,,04:46:03,DAMAGED-MANUFACTURING
400/R9764,FAN MOTOR 11cc BI-DIR SAE,-6,17/07/2024,"-1,232.22",551,GI scrapping,4010093379,17/07/2024,,PROD,,RANDAKOVAV,,07:38:07,DAMAGED-PROD ZONE 7
400/T8157,CORNER WEAR PAD ASSY LH,-2,17/07/2024,-77.78,551,GI scrapping,4010097283,17/07/2024,,PROD,,RAFEEQM,,10:33:47,PRODUCTION ROTO
400/U5007,CORNER WEAR PAD ASSY RH,-2,17/07/2024,-73.14,551,GI scrapping,4010097300,17/07/2024,,PROD,,RAFEEQM,,10:34:38,PRODUCTION ROTO
400/V0393,GA WEARPAD SPACER,-2,17/07/2024,-50.16,551,GI scrapping,4010097324,17/07/2024,,PROD,,RAFEEQM,,10:37:04,PRODUCTION ROTO
400/W0552,PRESSING B/A SENSOR 5XJ/K,-1,17/07/2024,-2.53,551,GI scrapping,4010093579,17/07/2024,,PROD,,RANDAKOVAV,,07:49:41,DAMAGED-PROD ZONE 7
400/X5471,MOTOR 11cc UNI-DIRECT,-1,17/07/2024,-140.46,551,GI scrapping,4010093246,17/07/2024,,PROD,,RANDAKOVAV,,07:27:36,DAMAGED-PROD ZONE 7
401/B1926,WEARPAD ASSY 250x86x24,-2,17/07/2024,-58.48,551,GI scrapping,4010097320,17/07/2024,,PROD,,RAFEEQM,,10:36:12,PRODUCTION ROTO
401/B2473,WEAR PAD ASSY 250x86x24,-2,17/07/2024,-58.48,551,GI scrapping,4010097306,17/07/2024,,PROD,,RAFEEQM,,10:35:25,PRODUCTION ROTO
401/F3347,HOSE -04 BSP HP 1700mm A,-2,17/07/2024,-13.79,551,GI scrapping,4010093579,17/07/2024,,PROD,,RANDAKOVAV,,07:49:41,DAMAGED-PROD ZONE 7
401/L0218,HANDBRAKE LEVER,-2,17/07/2024,-91.94,551,GI scrapping,4010093579,17/07/2024,,PROD,,RANDAKOVAV,,07:49:41,DAMAGED-PROD ZONE 7
401/P8057,HOSE -10BSP HP 1360mm A B,-1,17/07/2024,-10.63,551,GI scrapping,4010093246,17/07/2024,,PROD,,RANDAKOVAV,,07:27:36,DAMAGED-PROD ZONE 7
401/Y5563,WA AUX PIPES INTER BOOM 2,-2,17/07/2024,-688.98,551,GI scrapping,4010097428,17/07/2024,,PROD,,RAFEEQM,,10:39:08,PRODUCTION ROTO
402/G3384,CLOSING PLATE OUTER BOOM*,-6,17/07/2024,-582.75,551,GI scrapping,4010088900,17/07/2024,.,PROD,,DSILVAA,,02:19:28,DAMAGED-MANUFACTURING
402/M4266,WA WORKLIGHT BRKT,-1,17/07/2024,-2.42,551,GI scrapping,4010093246,17/07/2024,,PROD,,RANDAKOVAV,,07:27:36,DAMAGED-PROD ZONE 7
402/M4266,WA WORKLIGHT BRKT,-1,17/07/2024,-2.42,551,GI scrapping,4010093618,17/07/2024,,PROD,,RANDAKOVAV,,07:53:14,DAMAGED-PROD ZONE 7
402/S4957,LH PIVOT BOSS PLATE,-1,17/07/2024,-8.3,551,GI scrapping,4010091197,17/07/2024,.,PROD,,DSILVAA,,04:51:33,DAMAGED-MANUFACTURING
402/S5034,RH PIVOT BOSS PLATE,-1,17/07/2024,-8.3,551,GI scrapping,4010091195,17/07/2024,.,PROD,,DSILVAA,,04:48:37,DAMAGED-MANUFACTURING
402/S5563,PLATE PIVOT INFILL,-1,17/07/2024,-11.96,551,GI scrapping,4010091061,17/07/2024,.,PROD,,DSILVAA,,04:37:55,DAMAGED-MANUFACTURING
402/V8564,PLATE LIFT PIVOT,-1,17/07/2024,-172.06,551,GI scrapping,4010091065,17/07/2024,.,PROD,,DSILVAA,,04:40:13,DAMAGED-MANUFACTURING
403/F6838,STIFFENER PLATE,-12,17/07/2024,-124.76,551,GI scrapping,4010088906,17/07/2024,.,PROD,,DSILVAA,,02:25:25,DAMAGED-MANUFACTURING
403/G0587,STIFFENER PLATE*,-6,17/07/2024,-211.31,551,GI scrapping,4010090191,17/07/2024,.,PROD,,DSILVAA,,03:09:07,DAMAGED-MANUFACTURING
403/J6362,OUTER BOOM PRESSING*,-6,17/07/2024,"-1,411.02",551,GI scrapping,4010090197,17/07/2024,.,PROD,,DSILVAA,,03:21:29,DAMAGED-MANUFACTURING
613/05900,HOSE 1/2BSP 1100mm,-1,17/07/2024,-5.43,551,GI scrapping,4010093379,17/07/2024,,PROD,,RANDAKOVAV,,07:38:07,DAMAGED-PROD ZONE 7
613/22800,HOSE 1/2BSP 715mm,-1,17/07/2024,-5.03,551,GI scrapping,4010093379,17/07/2024,,PROD,,RANDAKOVAV,,07:38:07,DAMAGED-PROD ZONE 7
613/24300,HOSE,-1,17/07/2024,-7.84,551,GI scrapping,4010093379,17/07/2024,,PROD,,RANDAKOVAV,,07:38:07,DAMAGED-PROD ZONE 7
700/50192,Headlamp LH Dip 12V LHS Mount,-1,17/07/2024,-14.69,551,GI scrapping,4010093579,17/07/2024,,PROD,,RANDAKOVAV,,07:49:41,DAMAGED-PROD ZONE 7
700/50193,Headlamp LH Dip 12V RHS Mount,-1,17/07/2024,-14.69,551,GI scrapping,4010093246,17/07/2024,,PROD,,RANDAKOVAV,,07:27:36,DAMAGED-PROD ZONE 7
716/D2727,DUAL OUTPUT SPEED SENSOR,-1,17/07/2024,-23.76,551,GI scrapping,4010093379,17/07/2024,,PROD,,RANDAKOVAV,,07:38:07,DAMAGED-PROD ZONE 7
716/S3393,M10 LLMI PWM TDCR SG 75PC,-1,17/07/2024,-116,551,GI scrapping,4010093579,17/07/2024,,PROD,,RANDAKOVAV,,07:49:41,DAMAGED-PROD ZONE 7
721/S0422,81/97KW AFTER TREATMENT H,-1,17/07/2024,-21.09,551,GI scrapping,4010093379,17/07/2024,,PROD,,RANDAKOVAV,,07:38:07,DAMAGED-PROD ZONE 7
721/S8596,56+POD HARNESS,-1,17/07/2024,-100.15,551,GI scrapping,4010093579,17/07/2024,,PROD,,RANDAKOVAV,,07:49:41,DAMAGED-PROD ZONE 7
721/Z2449,SWAY HARNESS,-1,17/07/2024,-3.44,551,GI scrapping,4010093579,17/07/2024,,PROD,,RANDAKOVAV,,07:49:41,DAMAGED-PROD ZONE 7
829/30526,MAIN PIVOT BOSS BOOM,-6,17/07/2024,-46.16,551,GI scrapping,4010090079,17/07/2024,.,PROD,,DSILVAA,,02:47:43,DAMAGED-MANUFACTURING
156/59300,HITCH PIN,-3,16/07/2024,-7.65,551,GI scrapping,4010052508,16/07/2024,,PROD,,RANDAKOVAV,,11:01:27,DAMAGED-MATERIALS
157/86000,MIRROR.EXTERNAL,-1,16/07/2024,-9.36,551,GI scrapping,4010057816,16/07/2024,,PROD,,RANDAKOVAV,,12:46:36,DAMAGED-PROD POST OBAY
158/30491,MIRROR,-1,16/07/2024,-6.69,551,GI scrapping,4010052899,16/07/2024,,PROD,,RANDAKOVAV,,11:26:47,DAMAGED-MATERIALS
25AG/AA136,HOSE -12 BSP LP 1360mm A,-1,16/07/2024,-12.3,551,GI scrapping,4010052281,16/07/2024,,PROD,,RANDAKOVAV,,10:47:46,DAMAGED-PROD ZONE 7
32/925421,FILLER BREATHER CAP,-3,16/07/2024,-46.95,551,GI scrapping,4010054380,16/07/2024,,PROD,,RANDAKOVAV,,12:11:52,DAMAGED-PROD POST OBAY
320/A7226,FUEL FILTER ASSEMBLY RH,-1,16/07/2024,-328.59,551,GI scrapping,4010057816,16/07/2024,,PROD,,RANDAKOVAV,,12:46:36,DAMAGED-PROD POST OBAY
320/A7226,FUEL FILTER ASSEMBLY RH,-1,16/07/2024,-328.59,551,GI scrapping,4010052061,16/07/2024,,PROD,,RANDAKOVAV,,10:36:52,DAMAGED-PROD SUBASSEMBLY
320/C4119,"HOSE-1/2 BSP TO 10-JIC,OI",-1,16/07/2024,-14.15,551,GI scrapping,4010057816,16/07/2024,,PROD,,RANDAKOVAV,,12:46:36,DAMAGED-PROD POST OBAY
331/39114,LIFT RAM RECESS COVER P69,-1,16/07/2024,-23.76,551,GI scrapping,4010061156,16/07/2024,,PROD,,RANDAKOVAV,,15:23:05,DAMAGED-PROD POST OBAY
331/63982,EXTERIOR MIRROR ASSY - 7182.320.B.JCB,-3,16/07/2024,-13.68,551,GI scrapping,4010052864,16/07/2024,,PROD,,RANDAKOVAV,,11:22:32,DAMAGED-MATERIALS
332/C1176,HOSE 5/8 BHEAD-90 3250,-1,16/07/2024,-20.94,551,GI scrapping,4010052864,16/07/2024,,PROD,,RANDAKOVAV,,11:22:32,DAMAGED-MATERIALS
332/C2279,DRIVE SHAFT REAR,-1,16/07/2024,-76.59,551,GI scrapping,4010052864,16/07/2024,,PROD,,RANDAKOVAV,,11:22:32,DAMAGED-MATERIALS
332/D6748,5/8 BSP HYD HOSE TYPE B,-2,16/07/2024,-78.42,551,GI scrapping,4010054380,16/07/2024,,PROD,,RANDAKOVAV,,12:11:52,DAMAGED-PROD POST OBAY
332/D7008,HARNESS 510-56 STABILISERS,-1,16/07/2024,-4.05,551,GI scrapping,4010052899,16/07/2024,,PROD,,RANDAKOVAV,,11:26:47,DAMAGED-MATERIALS
332/E2528,RH DOUBLING PLATE,-3,16/07/2024,-7.73,551,GI scrapping,4010045280,16/07/2024,.,PROD,,DSILVAA,,02:36:45,DAMAGED-MANUFACTURING
332/E2593,LH DOUBLING PLATE,-3,16/07/2024,-7.57,551,GI scrapping,4010045148,16/07/2024,.,PROD,,DSILVAA,,02:35:14,DAMAGED-MANUFACTURING
332/F6262,LH FRONT FENDER,-6,16/07/2024,-129.66,551,GI scrapping,4010051089,16/07/2024,,PROD,,RANDAKOVAV,,09:49:21,DAMAGED-PROD POST OBAY
332/G3907,6-WAY SOLENOID C/O VALVE,-1,16/07/2024,-51.91,551,GI scrapping,4010055233,16/07/2024,,PROD,,RANDAKOVAV,,12:17:38,DAMAGED-PROD POST OBAY
332/H0955,5AT DECK PLATE,-2,16/07/2024,-52.44,551,GI scrapping,4010051089,16/07/2024,,PROD,,RANDAKOVAV,,09:49:21,DAMAGED-PROD POST OBAY
332/H5331,SWAY VALVE,-1,16/07/2024,-101.24,551,GI scrapping,4010052281,16/07/2024,,PROD,,RANDAKOVAV,,10:47:46,DAMAGED-PROD ZONE 7
332/H5730,PIVOT PIN 59.9 X 815,-1,16/07/2024,-34.32,551,GI scrapping,4010052061,16/07/2024,,PROD,,RANDAKOVAV,,10:36:52,DAMAGED-PROD SUBASSEMBLY
332/H9718,COOLING FAN SS - 581mm,-1,16/07/2024,-37.3,551,GI scrapping,4010052281,16/07/2024,,PROD,,RANDAKOVAV,,10:47:46,DAMAGED-PROD ZONE 7
332/P7659,iront FENDER TUBE MACHINING,-1,16/07/2024,-7.81,551,GI scrapping,4010061156,16/07/2024,,PROD,,RANDAKOVAV,,15:23:05,DAMAGED-PROD POST OBAY
332/S4517,FENDER MOULDING,-3,16/07/2024,-73.26,551,GI scrapping,4010051081,16/07/2024,,PROD,,RANDAKOVAV,,09:44:00,DAMAGED-PROD POST OBAY
333/E1731,BRKT ISOLATOR,-1,16/07/2024,-1.19,551,GI scrapping,4010052508,16/07/2024,,PROD,,RANDAKOVAV,,11:01:27,DAMAGED-MATERIALS
333/E3397,HEADER TANK COVER,-2,16/07/2024,-2.53,551,GI scrapping,4010052899,16/07/2024,,PROD,,RANDAKOVAV,,11:26:47,DAMAGED-MATERIALS
333/G2858,ABI DIPSTICK PS7646,-1,16/07/2024,-13.03,551,GI scrapping,4010061156,16/07/2024,,PROD,,RANDAKOVAV,,15:23:05,DAMAGED-PROD POST OBAY
333/H9146,p90 FILL MOULDING,-1,16/07/2024,-8.22,551,GI scrapping,4010055233,16/07/2024,,PROD,,RANDAKOVAV,,12:17:38,DAMAGED-PROD POST OBAY
333/H9768,WORKLIGHT HITCH 55w INCAN,-2,16/07/2024,-28.67,551,GI scrapping,4010057816,16/07/2024,,PROD,,RANDAKOVAV,,12:46:36,DAMAGED-PROD POST OBAY
333/H9768,WORKLIGHT HITCH 55w INCAN,-1,16/07/2024,-14.34,551,GI scrapping,4010052899,16/07/2024,,PROD,,RANDAKOVAV,,11:26:47,DAMAGED-MATERIALS
334/C5697,PO CBV - LIFT RAM - SRS,-1,16/07/2024,-165.54,551,GI scrapping,4010054380,16/07/2024,,PROD,,RANDAKOVAV,,12:11:52,DAMAGED-PROD POST OBAY
334/C5697,PO CBV - LIFT RAM - SRS,-1,16/07/2024,-165.54,551,GI scrapping,4010052281,16/07/2024,,PROD,,RANDAKOVAV,,10:47:46,DAMAGED-PROD ZONE 7
334/D4315,WA FRONT PRESSING BRACKET,-2,16/07/2024,-12.54,551,GI scrapping,4010051081,16/07/2024,,PROD,,RANDAKOVAV,,09:44:00,DAMAGED-PROD POST OBAY
334/D8272,WASHER BOTTLE BRACKET,-3,16/07/2024,-14.73,551,GI scrapping,4010052864,16/07/2024,,PROD,,RANDAKOVAV,,11:22:32,DAMAGED-MATERIALS
334/D9781,VACUUM SERVO-175X22.2X61m,-1,16/07/2024,-83.52,551,GI scrapping,4010052864,16/07/2024,,PROD,,RANDAKOVAV,,11:22:32,DAMAGED-MATERIALS
334/E6397,ABI DRIVE SHAFT HMH,-1,16/07/2024,-73.42,551,GI scrapping,4010052864,16/07/2024,,PROD,,RANDAKOVAV,,11:22:32,DAMAGED-MATERIALS
334/F2842,LIFT ARM SUPPORT DEVICE (,-2,16/07/2024,-24.22,551,GI scrapping,4010057816,16/07/2024,,PROD,,RANDAKOVAV,,12:46:36,DAMAGED-PROD POST OBAY
334/F2842,LIFT ARM SUPPORT DEVICE (,-6,16/07/2024,-72.66,551,GI scrapping,4010057816,16/07/2024,,PROD,,RANDAKOVAV,,12:46:36,DAMAGED-PROD POST OBAY
334/F2842,LIFT ARM SUPPORT DEVICE (,-2,16/07/2024,-24.22,551,GI scrapping,4010051081,16/07/2024,,PROD,,RANDAKOVAV,,09:44:00,DAMAGED-PROD POST OBAY
334/F3081,LIFT ARM SUPPORT DEVICE (,-4,16/07/2024,-46.28,551,GI scrapping,4010057816,16/07/2024,,PROD,,RANDAKOVAV,,12:46:36,DAMAGED-PROD POST OBAY
334/F5315,RECEIVER DRIER (P68),-1,16/07/2024,-10.39,551,GI scrapping,4010052864,16/07/2024,,PROD,,RANDAKOVAV,,11:22:32,DAMAGED-MATERIALS
334/G3689,ABI HEADER TANK,-1,16/07/2024,-16.61,551,GI scrapping,4010052508,16/07/2024,,PROD,,RANDAKOVAV,,11:01:27,DAMAGED-MATERIALS
335/14210,WA REAR ACCESS COVER STD,-1,16/07/2024,-26.63,551,GI scrapping,4010061156,16/07/2024,,PROD,,RANDAKOVAV,,15:23:05,DAMAGED-PROD POST OBAY
335/H4727,LIFT RAM RECESS COVER P42,-1,16/07/2024,-24.06,551,GI scrapping,4010061156,16/07/2024,,PROD,,RANDAKOVAV,,15:23:05,DAMAGED-PROD POST OBAY
34AG/BA150,HOSE -10 BSP HP 1500mm B,-1,16/07/2024,-13.83,551,GI scrapping,4010054380,16/07/2024,,PROD,,RANDAKOVAV,,12:11:52,DAMAGED-PROD POST OBAY
34AG/CA186,HOSE -10 HP 1860mm C,-1,16/07/2024,-11.29,551,GI scrapping,4010052899,16/07/2024,,PROD,,RANDAKOVAV,,11:26:47,DAMAGED-MATERIALS
400/B6547,LH TRACTOR POD MOULD,-1,16/07/2024,-15.95,551,GI scrapping,4010050960,16/07/2024,,PROD,,RANDAKOVAV,,09:37:00,DAMAGED-PROD POST OBAY
400/B8063,LOCKABLE FILLER CAP,-6,16/07/2024,-145.12,551,GI scrapping,4010054380,16/07/2024,,PROD,,RANDAKOVAV,,12:11:52,DAMAGED-PROD POST OBAY
400/B8063,LOCKABLE FILLER CAP,-1,16/07/2024,-24.19,551,GI scrapping,4010061156,16/07/2024,,PROD,,RANDAKOVAV,,15:23:05,DAMAGED-PROD POST OBAY
400/D8325,SA FENDER BASE RH,-2,16/07/2024,-35.56,551,GI scrapping,4010050960,16/07/2024,,PROD,,RANDAKOVAV,,09:37:00,DAMAGED-PROD POST OBAY
400/D8325,SA FENDER BASE RH,-1,16/07/2024,-17.78,551,GI scrapping,4010061156,16/07/2024,,PROD,,RANDAKOVAV,,15:23:05,DAMAGED-PROD POST OBAY
400/D8325,SA FENDER BASE RH,-1,16/07/2024,-17.78,551,GI scrapping,4010061156,16/07/2024,,PROD,,RANDAKOVAV,,15:23:05,DAMAGED-PROD POST OBAY
400/D8533,SA FENDER RH TRIM 5,-2,16/07/2024,-35.56,551,GI scrapping,4010050960,16/07/2024,,PROD,,RANDAKOVAV,,09:37:00,DAMAGED-PROD POST OBAY
400/D8659,SA FENDER BASE LH,-1,16/07/2024,-17.78,551,GI scrapping,4010061156,16/07/2024,,PROD,,RANDAKOVAV,,15:23:05,DAMAGED-PROD POST OBAY
400/D8659,SA FENDER BASE LH,-1,16/07/2024,-17.78,551,GI scrapping,4010051089,16/07/2024,,PROD,,RANDAKOVAV,,09:49:21,DAMAGED-PROD POST OBAY
400/D9251,SA FENDER LH TRIM 5,-1,16/07/2024,-17.78,551,GI scrapping,4010061156,16/07/2024,,PROD,,RANDAKOVAV,,15:23:05,DAMAGED-PROD POST OBAY
